datetime,CO,NO2,TEMP,RH,AH
2004-05-05T18:00:00Z,3,103,17.1,61.5,1.1873
2004-05-05T19:00:00Z,1.6,67,17.5,63.9,1.2667
2004-05-05T20:00:00Z,2.1,79,15.9,70.7,1.2672
2004-05-05T21:00:00Z,1.8,89,15.1,75.1,1.2799
2004-05-05T22:00:00Z,1.1,67,13.9,72.5,1.1502
2004-05-05T23:00:00Z,1.5,83,12,79.8,1.1175
2004-05-06T00:00:00Z,1.4,76,12.5,75.8,1.0938
2004-05-06T01:00:00Z,0.9,58,12,75,1.0499
2004-05-06T02:00:00Z,0.5,30,12.6,72.2,1.0503
2004-05-06T05:00:00Z,0.6,50,13.2,64.6,0.9774
2004-05-06T06:00:00Z,1.3,92,13.1,65.6,0.9815
2004-05-06T07:00:00Z,2.9,101,14.7,58.5,0.9688
2004-05-06T08:00:00Z,3.6,121,15.9,53.1,0.9529
2004-05-06T09:00:00Z,3.4,130,17.9,46.1,0.9388
2004-05-06T10:00:00Z,2.5,114,20.2,37.7,0.8833
2004-05-06T11:00:00Z,2.1,100,18.5,42.8,0.9026
2004-05-06T12:00:00Z,1.1,56,13,64.3,0.9586
2004-05-06T13:00:00Z,1.8,75,15.1,54.5,0.9309
2004-05-06T14:00:00Z,3,121,13.6,65.5,1.0184
2004-05-06T15:00:00Z,3.1,128,12.3,78.3,1.1154
2004-05-06T16:00:00Z,3.6,139,12.7,74.2,1.0863
2004-05-06T17:00:00Z,3.3,122,14.4,64.2,1.049
2004-05-06T18:00:00Z,1.8,92,15.6,58.3,1.0266
2004-05-06T19:00:00Z,2.1,97,15,61.4,1.0385
2004-05-06T20:00:00Z,2.2,98,13.7,65.8,1.0254
2004-05-06T21:00:00Z,1.6,93,12.3,66.4,0.944
2004-05-06T22:00:00Z,0.9,65,15.4,58.8,1.0215
2004-05-06T23:00:00Z,1.8,81,14.1,64.9,1.0405
2004-05-07T00:00:00Z,2.3,102,13.8,64.7,1.0168
2004-05-07T01:00:00Z,2,91,13.5,67.8,1.042
2004-05-07T02:00:00Z,0.9,56,13.7,69.4,1.0794
2004-05-07T05:00:00Z,0.7,48,14.6,61.1,1.0075
2004-05-07T06:00:00Z,1.5,72,14.3,60.5,0.9847
2004-05-07T07:00:00Z,3.7,106,14.9,56.9,0.9582
2004-05-07T08:00:00Z,4.2,107,16.4,50.2,0.9286
2004-05-07T09:00:00Z,3.4,127,16,50.9,0.9211
2004-05-07T10:00:00Z,2.4,114,18.6,42.8,0.9091
2004-05-07T11:00:00Z,1.3,101,19.7,33.7,0.7646
2004-05-07T12:00:00Z,1.5,95,21.2,27.7,0.6864
2004-05-07T13:00:00Z,2.2,110,19.7,28.5,0.6445
2004-05-07T14:00:00Z,1.8,101,19.8,29.7,0.678
2004-05-07T15:00:00Z,1.9,106,19.2,35.6,0.7856
2004-05-07T16:00:00Z,2.3,116,14.2,60.5,0.9765
2004-05-07T17:00:00Z,3.6,124,12.9,69.1,1.0249
2004-05-07T18:00:00Z,4.3,133,12.7,70.4,1.0294
2004-05-07T19:00:00Z,2.2,96,13.9,62.7,0.9905
2004-05-07T20:00:00Z,1.5,85,13.9,62.9,0.9948
2004-05-07T21:00:00Z,2,97,13.4,65.2,0.9996
2004-05-07T22:00:00Z,2,97,13.4,64.6,0.9864
2004-05-07T23:00:00Z,2.1,101,13.3,63.6,0.9677
2004-05-08T00:00:00Z,1.5,85,13.3,61.8,0.9433
2004-05-08T01:00:00Z,2.2,80,13.6,59.7,0.9271
2004-05-08T02:00:00Z,0.5,33,14.6,53.3,0.8807
2004-05-10T09:00:00Z,4.4,117,17.8,51.1,1.0362
2004-05-10T10:00:00Z,2.5,107,20,45,1.0379
2004-05-10T11:00:00Z,2.1,95,20.3,44.1,1.0392
2004-05-10T12:00:00Z,2.4,93,20.7,42.4,1.0248
2004-05-10T13:00:00Z,2.2,104,20.8,40.6,0.9888
2004-05-10T14:00:00Z,2.2,102,21.5,39.7,1.0042
2004-05-10T15:00:00Z,2.3,109,25,30.1,0.9394
2004-05-10T16:00:00Z,2.1,97,25.2,29.7,0.9371
2004-05-10T17:00:00Z,2.5,104,23.4,32,0.91
2004-05-10T18:00:00Z,3.6,124,21,37.8,0.9298
2004-05-10T19:00:00Z,4,135,19.2,45.7,1.0084
2004-05-10T20:00:00Z,3,122,17.7,50.9,1.0232
2004-05-10T21:00:00Z,2.1,109,16.8,53.6,1.0167
2004-05-10T22:00:00Z,1.7,95,15.8,56.2,1.0033
2004-05-10T23:00:00Z,1.1,86,16,56.5,1.0166
2004-05-11T00:00:00Z,0.9,78,14.2,64.1,1.0346
2004-05-11T01:00:00Z,0.4,53,15,59.8,1.0142
2004-05-11T02:00:00Z,0.2,43,14.3,61.9,1.0031
2004-05-11T05:00:00Z,0.6,48,12,68,0.9547
2004-05-11T06:00:00Z,1.4,64,11.3,70.4,0.9443
2004-05-11T07:00:00Z,4.6,95,12.7,65.6,0.962
2004-05-11T08:00:00Z,5.5,120,14.5,59.8,0.9795
2004-05-11T09:00:00Z,4.8,153,17.5,49.8,0.9877
2004-05-11T10:00:00Z,4.5,163,21.9,35.2,0.9128
2004-05-11T11:00:00Z,3,119,23.5,29.5,0.8435
2004-05-11T12:00:00Z,2.5,96,24.3,29.8,0.8926
2004-05-11T13:00:00Z,2.3,94,23.8,31.7,0.9212
2004-05-11T14:00:00Z,2,86,24.2,31.2,0.9257
2004-05-11T15:00:00Z,1.9,91,26.5,27.2,0.9282
2004-05-11T16:00:00Z,1.9,97,25.7,28.4,0.9248
2004-05-11T17:00:00Z,3.5,125,26.3,27.5,0.9306
2004-05-11T18:00:00Z,4.6,140,24.4,31.6,0.9545
2004-05-11T19:00:00Z,6.3,158,23.1,35.3,0.9845
2004-05-11T20:00:00Z,5,159,21.1,40.2,0.997
2004-05-11T21:00:00Z,3.3,128,19.2,52.3,1.1516
2004-05-11T22:00:00Z,2.7,114,18.1,58.7,1.2072
2004-05-11T23:00:00Z,2.2,100,17.3,58.8,1.1494
2004-05-12T00:00:00Z,1.7,88,16.9,58.8,1.125
2004-05-12T01:00:00Z,0.8,67,17.6,57.6,1.1484
2004-05-12T02:00:00Z,0.8,65,15.6,63.9,1.1287
2004-05-12T05:00:00Z,0.8,57,14,68.3,1.0884
2004-05-12T06:00:00Z,1.5,73,14.5,65.7,1.0804
2004-05-12T07:00:00Z,4.1,95,15.5,62.2,1.0875
2004-05-12T08:00:00Z,5.9,110,17,56.8,1.0909
2004-05-12T09:00:00Z,5.1,121,18.8,52.4,1.1285
2004-05-12T10:00:00Z,3.9,108,19.7,51.9,1.1796
2004-05-12T11:00:00Z,3.4,125,20.9,44.6,1.0872
2004-05-12T12:00:00Z,3.3,117,21.9,43.3,1.1265
2004-05-12T13:00:00Z,5.1,131,20.4,55.7,1.3205
2004-05-12T14:00:00Z,3.1,126,17.4,67,1.325
2004-05-12T15:00:00Z,2.5,114,17.1,64,1.2413
2004-05-12T16:00:00Z,2.4,123,17.3,61.1,1.1957
2004-05-12T17:00:00Z,2.8,116,17.7,56.3,1.13
2004-05-12T18:00:00Z,2.9,107,17.4,48.6,0.9559
2004-05-12T19:00:00Z,3.4,123,17.6,43.7,0.8698
2004-05-12T20:00:00Z,2.2,112,16.7,47.2,0.892
2004-05-12T21:00:00Z,1.6,101,16.8,45.6,0.8636
2004-05-12T22:00:00Z,1.3,91,16.1,52,0.946
2004-05-12T23:00:00Z,1.3,88,15.5,57.1,0.996
2004-05-13T00:00:00Z,1.6,96,16.2,50.2,0.9156
2004-05-13T01:00:00Z,1.2,75,16.4,50.5,0.938
2004-05-13T02:00:00Z,0.6,47,16.2,52.8,0.9626
2004-05-13T05:00:00Z,0.4,49,16.2,53.7,0.9799
2004-05-13T06:00:00Z,1,85,15.9,55.3,0.991
2004-05-13T07:00:00Z,2,106,16.2,55.6,1.0151
2004-05-13T08:00:00Z,3.6,136,16,59.3,1.0711
2004-05-13T09:00:00Z,2.4,119,16.6,55.6,1.042
2004-05-13T10:00:00Z,2.4,122,17.4,51.8,1.022
2004-05-13T11:00:00Z,1.6,90,17.6,49.7,0.9944
2004-05-13T12:00:00Z,1.9,97,17.2,52.8,1.0236
2004-05-13T13:00:00Z,2.4,98,18.2,49.6,1.0268
2004-05-13T14:00:00Z,1.7,93,19.5,45,1.0114
2004-05-13T15:00:00Z,2.1,98,19.5,45.5,1.0189
2004-05-13T16:00:00Z,3.1,123,19.8,44.3,1.0104
2004-05-13T17:00:00Z,4.6,148,20.3,43.1,1.0114
2004-05-13T18:00:00Z,4.5,148,20.3,44.4,1.0457
2004-05-13T19:00:00Z,3.9,133,19.8,47.9,1.092
2004-05-13T20:00:00Z,4.6,141,19.1,52.3,1.1486
2004-05-13T21:00:00Z,3.3,131,18.2,54.7,1.1336
2004-05-13T22:00:00Z,2.7,121,17.8,55,1.1097
2004-05-13T23:00:00Z,3.3,123,17.5,56.4,1.1175
2004-05-14T00:00:00Z,2.5,107,17.3,57.8,1.1298
2004-05-14T01:00:00Z,2.1,104,16.8,57.5,1.0912
2004-05-14T02:00:00Z,1.3,91,16.3,57,1.0484
2004-05-14T05:00:00Z,1.2,102,16,58.3,1.0481
2004-05-14T06:00:00Z,1.5,95,17.2,52.3,1.0169
2004-05-14T07:00:00Z,3.7,140,18.5,49.4,1.0397
2004-05-14T09:00:00Z,3.3,138,21,37.9,0.9313
2004-05-14T10:00:00Z,2.5,113,22.8,32.4,0.887
2004-05-14T11:00:00Z,1.9,101,25.5,25.6,0.8218
2004-05-14T12:00:00Z,2,97,25.9,23.6,0.7771
2004-05-14T13:00:00Z,2.5,114,27.7,20.8,0.7599
2004-05-14T14:00:00Z,2.1,110,27.1,21.6,0.7618
2004-05-14T15:00:00Z,2.1,103,28.4,20.2,0.7697
2004-05-14T16:00:00Z,2.3,119,28.1,21.9,0.8184
2004-05-14T17:00:00Z,3,126,27.6,22.3,0.8116
2004-05-14T18:00:00Z,4.1,144,25.2,24.3,0.7671
2004-05-14T19:00:00Z,4.5,164,24.6,25.1,0.7636
2004-05-14T20:00:00Z,3.5,148,23.1,27.2,0.7575
2004-05-14T21:00:00Z,2.1,119,22,28.6,0.7483
2004-05-14T22:00:00Z,2.3,111,20.8,34.5,0.8365
2004-05-14T23:00:00Z,1.9,115,20.4,35.3,0.8352
2004-05-15T00:00:00Z,1.9,103,19.1,38.3,0.8381
2004-05-15T01:00:00Z,1.2,81,18,40.5,0.8271
2004-05-15T02:00:00Z,1,71,17.4,43.4,0.8553
2004-05-15T05:00:00Z,0.5,44,15.7,46.9,0.8329
2004-05-15T06:00:00Z,0.6,49,15.3,49.7,0.8552
2004-05-15T07:00:00Z,1.4,68,16,47.4,0.8564
2004-05-15T08:00:00Z,2.6,108,17.6,43.3,0.8647
2004-05-15T09:00:00Z,2.8,117,20.3,37.4,0.8807
2004-05-15T10:00:00Z,2.6,127,23.1,30.3,0.8425
2004-05-15T11:00:00Z,1.6,93,25,24.2,0.7568
2004-05-15T12:00:00Z,1.7,94,25.6,23.5,0.7611
2004-05-15T13:00:00Z,1.7,87,25.5,22.6,0.7288
2004-05-15T14:00:00Z,1.3,75,26.1,21.1,0.7023
2004-05-15T15:00:00Z,1.4,81,28.2,19.4,0.7303
2004-05-15T16:00:00Z,1.4,86,27.4,20.5,0.7379
2004-05-15T17:00:00Z,1.7,97,26,22.7,0.7532
2004-05-15T18:00:00Z,2.3,117,23.8,27.1,0.7858
2004-05-15T19:00:00Z,2.5,120,23,28.7,0.7976
2004-05-15T20:00:00Z,3.3,149,21.7,31.8,0.8191
2004-05-15T21:00:00Z,2.2,124,20.9,33.2,0.8098
2004-05-15T22:00:00Z,1.6,97,20.2,34.3,0.8017
2004-05-15T23:00:00Z,2.6,112,19.6,37,0.8325
2004-05-16T00:00:00Z,2.3,95,18.1,40.9,0.8441
2004-05-16T01:00:00Z,1.5,88,17,43.3,0.8341
2004-05-16T02:00:00Z,0.9,54,16.7,43.4,0.8193
2004-05-16T05:00:00Z,0.4,45,13.5,50.1,0.7706
2004-05-16T06:00:00Z,0.4,47,14.2,49.9,0.8025
2004-05-16T07:00:00Z,0.8,58,13.8,51.4,0.8059
2004-05-16T08:00:00Z,0.9,69,16.3,45.1,0.8286
2004-05-16T09:00:00Z,1.6,89,19.2,35.4,0.7812
2004-05-16T10:00:00Z,2,105,25.5,21.1,0.677
2004-05-16T11:00:00Z,1.6,92,28.2,19,0.7164
2004-05-16T12:00:00Z,1.4,82,29.5,19.8,0.8013
2004-05-16T13:00:00Z,0.9,56,30.6,19.4,0.8348
2004-05-16T14:00:00Z,0.9,60,29.9,22,0.9181
2004-05-16T15:00:00Z,1.2,64,31.5,21.9,0.997
2004-05-16T16:00:00Z,1.4,85,31.2,24.6,1.0987
2004-05-16T17:00:00Z,1.9,107,30.4,26.5,1.1347
2004-05-16T18:00:00Z,1.8,106,26.8,33.5,1.1602
2004-05-16T19:00:00Z,2.7,125,25.5,37.4,1.1995
2004-05-16T20:00:00Z,2.4,118,23.7,39.4,1.1381
2004-05-16T21:00:00Z,1.6,95,22.9,37,1.0197
2004-05-16T22:00:00Z,1.4,97,20.8,36.3,0.8775
2004-05-16T23:00:00Z,1.4,93,20.3,28.5,0.6686
2004-05-17T00:00:00Z,1.4,85,19.6,26.5,0.5974
2004-05-17T01:00:00Z,0.9,67,19.1,25.9,0.5673
2004-05-17T02:00:00Z,0.5,37,18.4,27.6,0.5799
2004-05-17T05:00:00Z,0.5,75,15.8,36.5,0.6535
2004-05-17T06:00:00Z,1.3,102,16,38.1,0.6879
2004-05-17T07:00:00Z,2.6,113,17.6,35,0.6965
2004-05-17T08:00:00Z,2,142,18.5,31.2,0.6611
2004-05-17T09:00:00Z,1.8,90,19.8,28.5,0.652
2004-05-17T10:00:00Z,1.7,94,22.3,24.1,0.6394
2004-05-17T11:00:00Z,1.5,92,24.2,21.7,0.6451
2004-05-17T12:00:00Z,1.9,97,25.1,20.8,0.6516
2004-05-17T13:00:00Z,1.7,88,25.8,19.5,0.6392
2004-05-17T14:00:00Z,1.5,86,26.3,18.9,0.6344
2004-05-17T15:00:00Z,1.7,99,25.8,18.6,0.608
2004-05-17T16:00:00Z,1.7,95,25.7,19.4,0.6304
2004-05-17T17:00:00Z,2.4,105,26.7,17.1,0.5909
2004-05-17T18:00:00Z,3.1,121,24.3,19.8,0.5933
2004-05-17T19:00:00Z,3.4,125,23.5,20.8,0.5937
2004-05-17T20:00:00Z,3,122,22,24,0.6263
2004-05-17T21:00:00Z,1.2,81,21.1,26.2,0.6481
2004-05-17T22:00:00Z,1.2,73,20.9,28.8,0.7014
2004-05-17T23:00:00Z,1.3,80,20.2,31.2,0.7304
2004-05-18T00:00:00Z,1,65,20,31.5,0.7262
2004-05-18T01:00:00Z,0.4,59,20.8,32.3,0.7813
2004-05-18T02:00:00Z,0.3,50,20,34.5,0.7954
2004-05-18T05:00:00Z,0.5,37,17,44.6,0.8593
2004-05-18T06:00:00Z,0.9,54,17.1,45.3,0.8784
2004-05-18T07:00:00Z,2.7,94,17.1,46.5,0.901
2004-05-18T08:00:00Z,6.5,139,18.8,39.7,0.8547
2004-05-18T09:00:00Z,3.2,115,20.3,38.1,0.8946
2004-05-18T10:00:00Z,2.4,119,25.3,27,0.8565
2004-05-18T11:00:00Z,1.9,103,27.4,22.8,0.8219
2004-05-18T12:00:00Z,2.7,123,30,20,0.8338
2004-05-18T13:00:00Z,2.9,126,30.9,19.1,0.8394
2004-05-18T14:00:00Z,2,106,30.6,20.2,0.8719
2004-05-18T15:00:00Z,2.3,127,32.2,18.9,0.8964
2004-05-18T16:00:00Z,1.9,105,31.7,19.5,0.8981
2004-05-18T17:00:00Z,3,130,30.9,20.5,0.8996
2004-05-18T18:00:00Z,4.4,160,27.5,24.7,0.8899
2004-05-18T19:00:00Z,4.7,162,25.8,27,0.8821
2004-05-18T20:00:00Z,3.4,135,23.7,30,0.8633
2004-05-18T21:00:00Z,2.4,122,22.2,33.4,0.8806
2004-05-18T22:00:00Z,1.2,75,21.1,36.5,0.9019
2004-05-18T23:00:00Z,1.7,96,20.2,38.6,0.9016
2004-05-19T00:00:00Z,1.2,84,19.3,43,0.9535
2004-05-19T01:00:00Z,0.7,68,19.2,43.6,0.9591
2004-05-19T02:00:00Z,0.5,65,18.4,45.7,0.9599
2004-05-19T05:00:00Z,0.3,46,17,49.2,0.9459
2004-05-19T06:00:00Z,0.7,54,16.4,52.1,0.9612
2004-05-19T07:00:00Z,3.1,94,16.4,53.4,0.9863
2004-05-19T08:00:00Z,6.2,155,18.6,46.8,0.99
2004-05-19T09:00:00Z,4.6,165,21,41.1,1.0104
2004-05-19T10:00:00Z,2.6,134,26.4,28.9,0.9785
2004-05-19T11:00:00Z,2.1,122,27.7,26.3,0.9652
2004-05-19T12:00:00Z,2,113,30.1,22.1,0.9281
2004-05-19T13:00:00Z,2.2,115,31,22.9,1.0144
2004-05-19T14:00:00Z,2.1,118,31,22.6,1.0012
2004-05-19T15:00:00Z,2.3,125,31.6,21,0.959
2004-05-19T16:00:00Z,2.5,135,30.4,24.7,1.0526
2004-05-19T17:00:00Z,3.4,149,28.8,26.3,1.0271
2004-05-19T18:00:00Z,4.3,162,26.4,30.1,1.0204
2004-05-19T19:00:00Z,3.8,151,24.7,31.5,0.9672
2004-05-19T20:00:00Z,3.8,154,22.9,36.5,1.0083
2004-05-19T21:00:00Z,2,118,20.8,41.8,1.0155
2004-05-19T22:00:00Z,1.7,103,19.7,47.1,1.0666
2004-05-19T23:00:00Z,2,122,18.9,52.2,1.1313
2004-05-20T00:00:00Z,1.5,102,18.5,50.1,1.0539
2004-05-20T01:00:00Z,0.8,73,18,53,1.0832
2004-05-20T02:00:00Z,0.5,59,18.4,51.7,1.0819
2004-05-20T05:00:00Z,0.3,35,17.3,54.1,1.0582
2004-05-20T06:00:00Z,0.9,68,15.8,59,1.0495
2004-05-20T07:00:00Z,2.8,97,16.6,55.9,1.0486
2004-05-20T08:00:00Z,5.4,146,18.7,52.8,1.1279
2004-05-20T09:00:00Z,4,83,20.7,46.4,1.1227
2004-05-20T10:00:00Z,2.2,117,26.1,30,0.9972
2004-05-20T11:00:00Z,2.2,117,28.6,25.8,0.9989
2004-05-20T12:00:00Z,2,108,30.3,23.3,0.9869
2004-05-20T13:00:00Z,2,107,31.3,22.3,1.0043
2004-05-20T14:00:00Z,1.9,120,31.1,22.3,0.9888
2004-05-20T15:00:00Z,2.7,150,32.4,20.4,0.9732
2004-05-20T16:00:00Z,2.2,138,32.6,19.3,0.935
2004-05-20T17:00:00Z,3.5,148,31.2,20.3,0.9064
2004-05-20T18:00:00Z,4.1,168,27.7,24.8,0.9106
2004-05-20T19:00:00Z,4.4,172,25.7,27.9,0.908
2004-05-20T20:00:00Z,4.5,179,24.1,29.9,0.8879
2004-05-20T21:00:00Z,2.9,143,22.2,34.4,0.9072
2004-05-20T22:00:00Z,2.6,137,20.7,38,0.9149
2004-05-20T23:00:00Z,2.1,117,20.2,42.8,0.9983
2004-05-21T00:00:00Z,1.2,93,20.5,42,1.0004
2004-05-21T01:00:00Z,0.6,64,20.1,42,0.9763
2004-05-21T02:00:00Z,0.3,58,20,41.5,0.9571
2004-05-21T05:00:00Z,0.3,47,16.4,50.2,0.931
2004-05-21T06:00:00Z,0.7,62,14.9,54.7,0.9203
2004-05-21T07:00:00Z,4.2,113,16.4,51.3,0.9474
2004-05-21T08:00:00Z,4.8,126,18.2,46.2,0.9575
2004-05-21T09:00:00Z,3.4,139,20.7,40,0.9639
2004-05-21T10:00:00Z,2.8,148,26.5,27,0.9217
2004-05-21T11:00:00Z,1.8,117,28.5,23.8,0.915
2004-05-21T12:00:00Z,1.9,106,29.7,23.7,0.9714
2004-05-21T13:00:00Z,2,98,31.7,21.7,0.9966
2004-05-21T14:00:00Z,1.9,98,31.7,21.5,0.9902
2004-05-21T15:00:00Z,2,110,32.8,19.5,0.9515
2004-05-21T16:00:00Z,2.3,114,32.5,18.6,0.8948
2004-05-21T17:00:00Z,2.7,122,30.2,22.6,0.9524
2004-05-21T18:00:00Z,3.6,155,27.6,25.7,0.9382
2004-05-21T19:00:00Z,3.8,145,25.9,24.9,0.8195
2004-05-21T20:00:00Z,3.5,146,23.9,29.4,0.8589
2004-05-21T21:00:00Z,2.5,130,22.3,32.1,0.8515
2004-05-21T22:00:00Z,2.5,126,20.5,35.9,0.8565
2004-05-21T23:00:00Z,3,127,19.8,37.2,0.8509
2004-05-22T00:00:00Z,3.7,126,19.1,41.9,0.9158
2004-05-22T01:00:00Z,3.3,124,17.8,46.1,0.9344
2004-05-22T02:00:00Z,1.5,93,17.6,47.6,0.9465
2004-05-22T05:00:00Z,0.5,59,15.8,53.8,0.9615
2004-05-22T06:00:00Z,0.5,66,16.5,53.5,0.9928
2004-05-22T07:00:00Z,1.2,80,17.2,52.9,1.0276
2004-05-22T08:00:00Z,2.2,94,19.3,48.3,1.0723
2004-05-22T09:00:00Z,2.2,102,20.6,47.1,1.1287
2004-05-22T10:00:00Z,2.1,96,23.7,40,1.153
2004-05-22T11:00:00Z,1.8,91,25.6,32.5,1.053
2004-05-22T12:00:00Z,2.2,104,27.2,28.1,0.9989
2004-05-22T13:00:00Z,2,84,27.9,28.1,1.0394
2004-05-22T14:00:00Z,1.4,76,28.3,27.8,1.0539
2004-05-22T15:00:00Z,1.8,87,29.2,27,1.081
2004-05-22T16:00:00Z,2.1,101,28.9,29.3,1.1503
2004-05-22T17:00:00Z,2.8,115,25.4,39.8,1.2771
2004-05-22T18:00:00Z,2.8,110,25.2,40.1,1.2642
2004-05-22T19:00:00Z,2.7,103,24.5,39.4,1.1963
2004-05-22T20:00:00Z,1.8,90,22.3,45.4,1.2088
2004-05-22T21:00:00Z,1.2,68,21.2,48.3,1.2034
2004-05-22T22:00:00Z,2.6,85,20.6,50.5,1.2082
2004-05-22T23:00:00Z,3.1,100,20.2,52.9,1.234
2004-05-23T00:00:00Z,4.1,114,19.8,54.5,1.2488
2004-05-23T01:00:00Z,3.6,108,19.5,56.2,1.2624
2004-05-23T02:00:00Z,1.9,78,19,58,1.2581
2004-05-23T05:00:00Z,0.3,37,17.7,56,1.1215
2004-05-23T06:00:00Z,0.4,53,17.9,52.4,1.0655
2004-05-23T07:00:00Z,0.8,79,18.9,49.3,1.0668
2004-05-23T08:00:00Z,0.8,65,20,48.6,1.1199
2004-05-23T09:00:00Z,0.8,64,20.6,41.2,0.9841
2004-05-23T10:00:00Z,0.8,66,23.6,34,0.9749
2004-05-23T11:00:00Z,0.9,53,26.7,28.1,0.9688
2004-05-23T12:00:00Z,1.2,69,26.8,28.1,0.9785
2004-05-23T13:00:00Z,1,57,27.7,25.8,0.9467
2004-05-23T14:00:00Z,0.8,36,28.8,22.7,0.8864
2004-05-23T15:00:00Z,1.1,57,26.8,27.3,0.9462
2004-05-23T16:00:00Z,1.5,73,25.9,28.7,0.9423
2004-05-23T17:00:00Z,1.5,81,25.8,27.7,0.9076
2004-05-23T18:00:00Z,1.4,91,24.8,29.5,0.9077
2004-05-23T19:00:00Z,1.1,65,25.3,36.3,1.1513
2004-05-23T20:00:00Z,0.9,56,23.9,40.4,1.1787
2004-05-23T21:00:00Z,1,69,21.4,46.6,1.1764
2004-05-23T22:00:00Z,1.1,73,20.5,49.3,1.173
2004-05-23T23:00:00Z,1,76,19.2,42.3,0.9339
2004-05-24T00:00:00Z,0.7,67,19.2,37.9,0.8352
2004-05-24T01:00:00Z,0.5,44,17.2,43.1,0.8394
2004-05-24T02:00:00Z,0.2,21,15.8,45.2,0.8052
2004-05-24T05:00:00Z,0.1,29,16.1,36.5,0.664
2004-05-24T06:00:00Z,0.5,69,16.5,36.2,0.6752
2004-05-24T07:00:00Z,1.6,111,17.5,30.9,0.6111
2004-05-24T08:00:00Z,2,81,18.4,24,0.5046
2004-05-24T09:00:00Z,1.3,56,19.2,23.8,0.5235
2004-05-24T10:00:00Z,1,90,21.7,18.1,0.4642
2004-05-24T11:00:00Z,0.9,85,22.3,17,0.4513
2004-05-24T12:00:00Z,1.2,83,22.8,16.1,0.4404
2004-05-24T13:00:00Z,1.3,85,23.8,14.5,0.4222
2004-05-24T14:00:00Z,1.1,85,25.1,13.1,0.4129
2004-05-24T15:00:00Z,1.2,81,25.8,12.9,0.4219
2004-05-24T16:00:00Z,1.4,92,25.5,14,0.4495
2004-05-24T17:00:00Z,2,108,24.5,15.4,0.4663
2004-05-24T18:00:00Z,2.4,106,22.6,17.2,0.4656
2004-05-24T19:00:00Z,2.1,114,21.2,18.9,0.471
2004-05-24T20:00:00Z,1.2,96,19.1,22.8,0.501
2004-05-24T21:00:00Z,0.7,77,18.4,24.6,0.5169
2004-05-24T22:00:00Z,0.7,73,17.3,25.6,0.5032
2004-05-24T23:00:00Z,0.8,86,16.5,24.9,0.4642
2004-05-25T00:00:00Z,0.5,84,16.7,28.3,0.5316
2004-05-25T01:00:00Z,0.2,56,15.5,32.2,0.5641
2004-05-25T05:00:00Z,0.1,51,11.6,40,0.5462
2004-05-25T06:00:00Z,0.2,45,13.4,34.5,0.5272
2004-05-25T07:00:00Z,1.1,82,15.2,31,0.5329
2004-05-25T08:00:00Z,3,100,16.3,27.5,0.5066
2004-05-25T09:00:00Z,2.1,91,19.2,20,0.439
2004-05-25T10:00:00Z,2.6,130,24.9,13,0.4038
2004-05-25T11:00:00Z,3.2,155,28.3,9.9,0.3754
2004-05-25T12:00:00Z,2.1,114,29.2,9.8,0.3914
2004-05-25T13:00:00Z,2.2,127,31.6,9.2,0.419
2004-05-25T14:00:00Z,2.4,138,32.6,9.3,0.4499
2004-05-26T10:00:00Z,2.2,136,26.1,23.8,0.7938
2004-05-26T11:00:00Z,1.8,135,28.8,21.1,0.8193
2004-05-26T12:00:00Z,1.6,115,29.6,19.4,0.7897
2004-05-26T13:00:00Z,1.8,112,31.6,16.4,0.7489
2004-05-26T14:00:00Z,1.6,112,32.3,13.3,0.6303
2004-05-26T15:00:00Z,1.6,109,31.8,13.5,0.6249
2004-05-26T16:00:00Z,1.3,112,31.8,13.8,0.6394
2004-05-28T15:00:00Z,1.7,115,29.6,18.9,0.7692
2004-05-28T16:00:00Z,1.7,117,28,23.2,0.8613
2004-05-28T17:00:00Z,2.1,105,23.6,41,1.1786
2004-05-28T18:00:00Z,2.2,114,21.5,48.1,1.2148
2004-05-28T19:00:00Z,1.8,103,22.1,44.1,1.1573
2004-05-28T20:00:00Z,1.8,119,20.2,47.2,1.1043
2004-05-28T21:00:00Z,0.9,102,20,47.6,1.103
2004-05-28T22:00:00Z,1,96,19.8,46.8,1.0697
2004-05-28T23:00:00Z,2,109,19.6,47,1.0606
2004-05-29T00:00:00Z,1.8,119,19.3,46.3,1.0279
2004-05-29T01:00:00Z,1.1,103,18.5,48.7,1.0286
2004-05-29T02:00:00Z,0.6,84,18,51.4,1.0504
2004-05-29T06:00:00Z,0.1,45,17.9,46.1,0.9383
2004-05-29T07:00:00Z,0.5,80,18.4,43.9,0.9192
2004-05-29T08:00:00Z,0.6,77,18.9,42.1,0.9081
2004-05-29T09:00:00Z,0.5,68,19.2,39.7,0.8728
2004-05-29T10:00:00Z,0.7,66,20.8,36.6,0.8878
2004-05-29T11:00:00Z,0.7,70,21.3,35.8,0.8975
2004-05-29T12:00:00Z,0.9,74,21.8,34.9,0.9004
2004-05-29T13:00:00Z,0.7,64,22.8,31.4,0.8615
2004-05-29T14:00:00Z,0.4,60,22.9,31.3,0.862
2004-05-29T15:00:00Z,0.5,63,22.9,30.7,0.8461
2004-05-29T16:00:00Z,0.6,75,23.8,29.2,0.8499
2004-05-29T17:00:00Z,0.6,79,23.2,30.2,0.8442
2004-05-29T18:00:00Z,0.8,83,22.4,31.3,0.8365
